api_number,production_month,production_year,production_quarter,oil_and_gas_group,production,operator,basin,shale_play,well_name,well_length_ft
33-053-05561-0000,2016-10-01,2016,Q4,G,15.0,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Bakken,Bakken,33-053-05561-0000,
33-053-05563-0000,2016-04-01,2016,Q2,G,11.5,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Three Forks,Three Forks,33-053-05563-0000,
33-053-05563-0000,2016-04-01,2016,Q2,O,5739.0,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Three Forks,Three Forks,33-053-05563-0000,
33-053-05567-0000,2016-08-01,2016,Q3,G,79.5,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Bakken,Bakken,33-053-05567-0000,
33-053-05618-0000,2016-02-01,2016,Q1,G,42.333332,"HESS BAKKEN INVESTMENTS II, LLC",Bakken,Bakken,33-053-05618-0000,
33-053-05618-0000,2016-05-01,2016,Q2,G,51.666668,"HESS BAKKEN INVESTMENTS II, LLC",Bakken,Bakken,33-053-05618-0000,
33-053-05618-0000,2016-09-01,2016,Q3,G,19.166666,"HESS BAKKEN INVESTMENTS II, LLC",Bakken,Bakken,33-053-05618-0000,
33-053-05622-0000,2016-01-01,2016,Q1,O,6913.0,"HESS BAKKEN INVESTMENTS II, LLC",Bakken,Bakken,33-053-05622-0000,
33-053-05622-0000,2016-05-01,2016,Q2,G,414.5,"HESS BAKKEN INVESTMENTS II, LLC",Bakken,Bakken,33-053-05622-0000,
33-053-05622-0000,2016-05-01,2016,Q2,O,4998.0,"HESS BAKKEN INVESTMENTS II, LLC",Bakken,Bakken,33-053-05622-0000,
33-053-05622-0000,2016-06-01,2016,Q2,O,4279.0,"HESS BAKKEN INVESTMENTS II, LLC",Bakken,Bakken,33-053-05622-0000,
33-053-05634-0000,2016-10-01,2016,Q4,G,9.0,WHITING OIL AND GAS CORPORATION,Three Forks,Three Forks,33-053-05634-0000,
33-053-05635-0000,2016-02-01,2016,Q1,G,4.5,WHITING OIL AND GAS CORPORATION,Bakken,Bakken,33-053-05635-0000,
33-053-05635-0000,2016-10-01,2016,Q4,G,2804.0,WHITING OIL AND GAS CORPORATION,Bakken,Bakken,33-053-05635-0000,
33-053-05635-0000,2016-11-01,2016,Q4,G,2.0,WHITING OIL AND GAS CORPORATION,Bakken,Bakken,33-053-05635-0000,
33-053-05635-0000,2016-12-01,2016,Q4,G,3447.6667,WHITING OIL AND GAS CORPORATION,Bakken,Bakken,33-053-05635-0000,
33-053-05635-0000,2016-12-01,2016,Q4,O,4763.0,WHITING OIL AND GAS CORPORATION,Bakken,Bakken,33-053-05635-0000,
33-053-05636-0000,2016-05-01,2016,Q2,O,7174.0,WHITING OIL AND GAS CORPORATION,Three Forks,Three Forks,33-053-05636-0000,
33-053-05645-0000,2016-01-01,2016,Q1,O,15037.0,"CONTINENTAL RESOURCES, INC.",Bakken,Bakken,33-053-05645-0000,
33-053-05645-0000,2016-04-01,2016,Q2,G,5367.1665,"CONTINENTAL RESOURCES, INC.",Bakken,Bakken,33-053-05645-0000,
33-053-05645-0000,2016-05-01,2016,Q2,O,17315.0,"CONTINENTAL RESOURCES, INC.",Bakken,Bakken,33-053-05645-0000,
33-053-05645-0000,2016-07-01,2016,Q3,G,6286.3335,"CONTINENTAL RESOURCES, INC.",Bakken,Bakken,33-053-05645-0000,
33-053-05645-0000,2016-08-01,2016,Q3,G,0.16666667,"CONTINENTAL RESOURCES, INC.",Bakken,Bakken,33-053-05645-0000,
33-053-05645-0000,2016-11-01,2016,Q4,O,18146.0,"CONTINENTAL RESOURCES, INC.",Bakken,Bakken,33-053-05645-0000,
33-053-05646-0000,2016-06-01,2016,Q2,G,5131.3335,"CONTINENTAL RESOURCES, INC.",Three Forks,Three Forks,33-053-05646-0000,
33-053-05646-0000,2016-10-01,2016,Q4,O,3515.0,"CONTINENTAL RESOURCES, INC.",Three Forks,Three Forks,33-053-05646-0000,
33-053-05646-0000,2016-12-01,2016,Q4,O,9909.0,"CONTINENTAL RESOURCES, INC.",Three Forks,Three Forks,33-053-05646-0000,
33-053-05648-0000,2016-03-01,2016,Q1,O,5097.0,XTO ENERGY INC,Three Forks,Three Forks,33-053-05648-0000,
33-053-05648-0000,2016-10-01,2016,Q4,G,44.166668,XTO ENERGY INC,Three Forks,Three Forks,33-053-05648-0000,
33-053-05649-0000,2016-06-01,2016,Q2,G,128.66667,XTO ENERGY INC,Bakken,Bakken,33-053-05649-0000,
33-053-05649-0000,2016-10-01,2016,Q4,G,45.166668,XTO ENERGY INC,Bakken,Bakken,33-053-05649-0000,
33-053-05653-0000,2016-01-01,2016,Q1,O,27816.0,"CONTINENTAL RESOURCES, INC.",Bakken,Bakken,33-053-05653-0000,
33-053-05653-0000,2016-02-01,2016,Q1,G,4812.6665,"CONTINENTAL RESOURCES, INC.",Bakken,Bakken,33-053-05653-0000,
33-053-05653-0000,2016-05-01,2016,Q2,G,15.5,"CONTINENTAL RESOURCES, INC.",Bakken,Bakken,33-053-05653-0000,
33-053-05653-0000,2016-06-01,2016,Q2,O,21949.0,"CONTINENTAL RESOURCES, INC.",Bakken,Bakken,33-053-05653-0000,
33-053-05653-0000,2016-09-01,2016,Q3,G,10.0,"CONTINENTAL RESOURCES, INC.",Bakken,Bakken,33-053-05653-0000,
33-053-05653-0000,2016-11-01,2016,Q4,O,793.0,"CONTINENTAL RESOURCES, INC.",Bakken,Bakken,33-053-05653-0000,
33-053-05657-0000,2016-03-01,2016,Q1,G,964.33331,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Bakken,Bakken,33-053-05657-0000,
33-053-05659-0000,2016-02-01,2016,Q1,O,4583.0,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Bakken,Bakken,33-053-05659-0000,
33-053-05659-0000,2016-05-01,2016,Q2,G,11.666667,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Bakken,Bakken,33-053-05659-0000,
33-053-05659-0000,2016-06-01,2016,Q2,G,10.833333,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Bakken,Bakken,33-053-05659-0000,
33-053-05659-0000,2016-08-01,2016,Q3,O,4007.0,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Bakken,Bakken,33-053-05659-0000,
33-053-05659-0000,2016-09-01,2016,Q3,O,2105.0,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Bakken,Bakken,33-053-05659-0000,
33-053-05661-0000,2016-02-01,2016,Q1,O,22624.0,ENERPLUS RESOURCES USA CORPORATION,Three Forks,Three Forks,33-053-05661-0000,
33-053-05661-0000,2016-03-01,2016,Q1,G,547.83331,ENERPLUS RESOURCES USA CORPORATION,Three Forks,Three Forks,33-053-05661-0000,
33-053-05661-0000,2016-07-01,2016,Q3,G,10038.333,ENERPLUS RESOURCES USA CORPORATION,Three Forks,Three Forks,33-053-05661-0000,
33-053-05661-0000,2016-10-01,2016,Q4,G,8352.167,ENERPLUS RESOURCES USA CORPORATION,Three Forks,Three Forks,33-053-05661-0000,
33-053-05662-0000,2016-01-01,2016,Q1,O,23828.0,ENERPLUS RESOURCES USA CORPORATION,Bakken,Bakken,33-053-05662-0000,
33-053-05662-0000,2016-02-01,2016,Q1,G,8601.333,ENERPLUS RESOURCES USA CORPORATION,Bakken,Bakken,33-053-05662-0000,
33-053-05662-0000,2016-08-01,2016,Q3,O,9437.0,ENERPLUS RESOURCES USA CORPORATION,Bakken,Bakken,33-053-05662-0000,
33-053-05662-0000,2016-11-01,2016,Q4,G,198.33333,ENERPLUS RESOURCES USA CORPORATION,Bakken,Bakken,33-053-05662-0000,
33-053-05662-0000,2016-11-01,2016,Q4,O,7463.0,ENERPLUS RESOURCES USA CORPORATION,Bakken,Bakken,33-053-05662-0000,
33-053-05663-0000,2016-01-01,2016,Q1,G,245.0,ENERPLUS RESOURCES USA CORPORATION,Three Forks,Three Forks,33-053-05663-0000,
33-053-05663-0000,2016-02-01,2016,Q1,O,11490.0,ENERPLUS RESOURCES USA CORPORATION,Three Forks,Three Forks,33-053-05663-0000,
33-053-05663-0000,2016-12-01,2016,Q4,G,179.66667,ENERPLUS RESOURCES USA CORPORATION,Three Forks,Three Forks,33-053-05663-0000,
33-053-05664-0000,2016-02-01,2016,Q1,G,85.5,ENERPLUS RESOURCES USA CORPORATION,Three Forks,Three Forks,33-053-05664-0000,
33-053-05664-0000,2016-02-01,2016,Q1,O,2094.0,ENERPLUS RESOURCES USA CORPORATION,Three Forks,Three Forks,33-053-05664-0000,
33-053-05664-0000,2016-06-01,2016,Q2,O,7414.0,ENERPLUS RESOURCES USA CORPORATION,Three Forks,Three Forks,33-053-05664-0000,
33-053-05664-0000,2016-09-01,2016,Q3,O,6038.0,ENERPLUS RESOURCES USA CORPORATION,Three Forks,Three Forks,33-053-05664-0000,
33-053-05664-0000,2016-12-01,2016,Q4,O,4948.0,ENERPLUS RESOURCES USA CORPORATION,Three Forks,Three Forks,33-053-05664-0000,
33-053-05665-0000,2016-05-01,2016,Q2,O,10063.0,ENERPLUS RESOURCES USA CORPORATION,Bakken,Bakken,33-053-05665-0000,
33-053-05665-0000,2016-11-01,2016,Q4,G,2692.0,ENERPLUS RESOURCES USA CORPORATION,Bakken,Bakken,33-053-05665-0000,
33-053-05676-0000,2016-02-01,2016,Q1,G,224.33333,QEP ENERGY COMPANY,Bakken,Bakken,33-053-05676-0000,
33-053-05676-0000,2016-12-01,2016,Q4,G,1927.8334,QEP ENERGY COMPANY,Bakken,Bakken,33-053-05676-0000,
33-053-05678-0000,2016-04-01,2016,Q2,G,184.16667,QEP ENERGY COMPANY,Three Forks,Three Forks,33-053-05678-0000,
33-053-05678-0000,2016-07-01,2016,Q3,G,1364.0,QEP ENERGY COMPANY,Three Forks,Three Forks,33-053-05678-0000,
33-053-05678-0000,2016-10-01,2016,Q4,O,3775.0,QEP ENERGY COMPANY,Three Forks,Three Forks,33-053-05678-0000,
33-053-05678-0000,2016-12-01,2016,Q4,G,631.16669,QEP ENERGY COMPANY,Three Forks,Three Forks,33-053-05678-0000,
33-053-05682-0000,2016-02-01,2016,Q1,O,10420.0,QEP ENERGY COMPANY,Bakken,Bakken,33-053-05682-0000,
33-053-05682-0000,2016-03-01,2016,Q1,G,68.833336,QEP ENERGY COMPANY,Bakken,Bakken,33-053-05682-0000,
33-053-05682-0000,2016-05-01,2016,Q2,O,8764.0,QEP ENERGY COMPANY,Bakken,Bakken,33-053-05682-0000,
33-053-05682-0000,2016-09-01,2016,Q3,G,0.66666669,QEP ENERGY COMPANY,Bakken,Bakken,33-053-05682-0000,
33-053-05682-0000,2016-09-01,2016,Q3,O,5999.0,QEP ENERGY COMPANY,Bakken,Bakken,33-053-05682-0000,
33-053-05682-0000,2016-10-01,2016,Q4,G,0.33333334,QEP ENERGY COMPANY,Bakken,Bakken,33-053-05682-0000,
33-053-05683-0000,2016-04-01,2016,Q2,G,25.666666,XTO ENERGY INC,Three Forks,Three Forks,33-053-05683-0000,
33-053-05683-0000,2016-06-01,2016,Q2,G,605.66669,XTO ENERGY INC,Three Forks,Three Forks,33-053-05683-0000,
33-053-05683-0000,2016-07-01,2016,Q3,G,590.33331,XTO ENERGY INC,Three Forks,Three Forks,33-053-05683-0000,
33-053-05683-0000,2016-09-01,2016,Q3,G,1870.3334,XTO ENERGY INC,Three Forks,Three Forks,33-053-05683-0000,
33-053-05683-0000,2016-10-01,2016,Q4,G,50.166668,XTO ENERGY INC,Three Forks,Three Forks,33-053-05683-0000,
33-053-05685-0000,2016-01-01,2016,Q1,O,5844.0,"HESS BAKKEN INVESTMENTS II, LLC",Three Forks,Three Forks,33-053-05685-0000,
33-053-05685-0000,2016-09-01,2016,Q3,O,4608.0,"HESS BAKKEN INVESTMENTS II, LLC",Three Forks,Three Forks,33-053-05685-0000,
33-053-05702-0000,2016-07-01,2016,Q3,G,807.66669,"WPX ENERGY WILLISTON, LLC",Three Forks,Three Forks,33-053-05702-0000,
33-053-05702-0000,2016-09-01,2016,Q3,G,170.0,"WPX ENERGY WILLISTON, LLC",Three Forks,Three Forks,33-053-05702-0000,
33-053-05702-0000,2016-10-01,2016,Q4,O,3044.0,"WPX ENERGY WILLISTON, LLC",Three Forks,Three Forks,33-053-05702-0000,
33-053-05712-0000,2016-01-01,2016,Q1,O,5952.0,SM ENERGY COMPANY,Bakken,Bakken,33-053-05712-0000,
33-053-05712-0000,2016-04-01,2016,Q2,G,97.0,SM ENERGY COMPANY,Bakken,Bakken,33-053-05712-0000,
33-053-05712-0000,2016-08-01,2016,Q3,G,1268.3334,SM ENERGY COMPANY,Bakken,Bakken,33-053-05712-0000,
33-053-05712-0000,2016-10-01,2016,Q4,O,4280.0,SM ENERGY COMPANY,Bakken,Bakken,33-053-05712-0000,
33-053-05717-0000,2016-01-01,2016,Q1,G,32.166668,QEP ENERGY COMPANY,Bakken,Bakken,33-053-05717-0000,
33-053-05717-0000,2016-05-01,2016,Q2,O,4955.0,QEP ENERGY COMPANY,Bakken,Bakken,33-053-05717-0000,
33-053-05717-0000,2016-08-01,2016,Q3,O,5429.0,QEP ENERGY COMPANY,Bakken,Bakken,33-053-05717-0000,
33-053-05717-0000,2016-11-01,2016,Q4,G,7.0,QEP ENERGY COMPANY,Bakken,Bakken,33-053-05717-0000,
33-053-05717-0000,2016-11-01,2016,Q4,O,3727.0,QEP ENERGY COMPANY,Bakken,Bakken,33-053-05717-0000,
33-053-05717-0000,2016-12-01,2016,Q4,O,7683.0,QEP ENERGY COMPANY,Bakken,Bakken,33-053-05717-0000,
33-053-05718-0000,2016-02-01,2016,Q1,G,19.166666,QEP ENERGY COMPANY,Bakken,Bakken,33-053-05718-0000,
33-053-05718-0000,2016-03-01,2016,Q1,G,48.0,QEP ENERGY COMPANY,Bakken,Bakken,33-053-05718-0000,
33-053-05718-0000,2016-10-01,2016,Q4,O,2070.0,QEP ENERGY COMPANY,Bakken,Bakken,33-053-05718-0000,
33-053-05731-0000,2016-03-01,2016,Q1,O,11045.0,STATOIL OIL & GAS LP,Bakken,Bakken,33-053-05731-0000,
33-053-05748-0000,2016-02-01,2016,Q1,G,207.83333,XTO ENERGY INC,Bakken,Bakken,33-053-05748-0000,
33-053-05748-0000,2016-03-01,2016,Q1,O,8869.0,XTO ENERGY INC,Bakken,Bakken,33-053-05748-0000,
33-053-05748-0000,2016-05-01,2016,Q2,O,6346.0,XTO ENERGY INC,Bakken,Bakken,33-053-05748-0000,
33-053-05748-0000,2016-11-01,2016,Q4,O,5435.0,XTO ENERGY INC,Bakken,Bakken,33-053-05748-0000,
33-053-05748-0000,2016-12-01,2016,Q4,G,10.666667,XTO ENERGY INC,Bakken,Bakken,33-053-05748-0000,
33-053-05749-0000,2016-02-01,2016,Q1,G,216.0,XTO ENERGY INC,Three Forks,Three Forks,33-053-05749-0000,
33-053-05749-0000,2016-10-01,2016,Q4,G,300.0,XTO ENERGY INC,Three Forks,Three Forks,33-053-05749-0000,
33-053-05749-0000,2016-11-01,2016,Q4,G,406.5,XTO ENERGY INC,Three Forks,Three Forks,33-053-05749-0000,
33-053-05750-0000,2016-03-01,2016,Q1,O,12183.0,XTO ENERGY INC,Bakken,Bakken,33-053-05750-0000,
33-053-05750-0000,2016-04-01,2016,Q2,O,12353.0,XTO ENERGY INC,Bakken,Bakken,33-053-05750-0000,
33-053-05751-0000,2016-07-01,2016,Q3,O,1754.0,"PETRO-HUNT, L.L.C.",Three Forks,Three Forks,33-053-05751-0000,
33-053-05751-0000,2016-08-01,2016,Q3,O,3598.0,"PETRO-HUNT, L.L.C.",Three Forks,Three Forks,33-053-05751-0000,
33-053-05751-0000,2016-10-01,2016,Q4,O,4423.0,"PETRO-HUNT, L.L.C.",Three Forks,Three Forks,33-053-05751-0000,
33-053-05779-0000,2016-01-01,2016,Q1,O,6531.0,QEP ENERGY COMPANY,Bakken,Bakken,33-053-05779-0000,
33-053-05779-0000,2016-02-01,2016,Q1,O,6072.0,QEP ENERGY COMPANY,Bakken,Bakken,33-053-05779-0000,
33-053-05779-0000,2016-09-01,2016,Q3,O,2841.0,QEP ENERGY COMPANY,Bakken,Bakken,33-053-05779-0000,
33-053-05780-0000,2016-01-01,2016,Q1,O,5767.0,QEP ENERGY COMPANY,Bakken,Bakken,33-053-05780-0000,
33-053-05780-0000,2016-02-01,2016,Q1,O,5952.0,QEP ENERGY COMPANY,Bakken,Bakken,33-053-05780-0000,
33-053-05780-0000,2016-04-01,2016,Q2,G,16.666666,QEP ENERGY COMPANY,Bakken,Bakken,33-053-05780-0000,
33-053-05780-0000,2016-08-01,2016,Q3,G,1854.1666,QEP ENERGY COMPANY,Bakken,Bakken,33-053-05780-0000,
33-053-05780-0000,2016-12-01,2016,Q4,G,10.333333,QEP ENERGY COMPANY,Bakken,Bakken,33-053-05780-0000,
33-053-05781-0000,2016-05-01,2016,Q2,O,5621.0,QEP ENERGY COMPANY,Three Forks,Three Forks,33-053-05781-0000,
33-053-05781-0000,2016-06-01,2016,Q2,G,1471.3334,QEP ENERGY COMPANY,Three Forks,Three Forks,33-053-05781-0000,
33-053-05781-0000,2016-08-01,2016,Q3,O,4706.0,QEP ENERGY COMPANY,Three Forks,Three Forks,33-053-05781-0000,
33-053-05782-0000,2016-11-01,2016,Q4,G,34.833332,"PETRO-HUNT, L.L.C.",Three Forks,Three Forks,33-053-05782-0000,
33-053-05783-0000,2016-06-01,2016,Q2,O,25892.0,"PETRO-HUNT, L.L.C.",Bakken,Bakken,33-053-05783-0000,
33-053-05784-0000,2016-10-01,2016,Q4,G,704.83331,"PETRO-HUNT, L.L.C.",Bakken,Bakken,33-053-05784-0000,
33-053-05786-0000,2016-07-01,2016,Q3,O,5489.0,QEP ENERGY COMPANY,Bakken,Bakken,33-053-05786-0000,
33-053-05786-0000,2016-10-01,2016,Q4,G,2.5,QEP ENERGY COMPANY,Bakken,Bakken,33-053-05786-0000,
33-053-05786-0000,2016-12-01,2016,Q4,G,17.666666,QEP ENERGY COMPANY,Bakken,Bakken,33-053-05786-0000,
33-053-05787-0000,2016-03-01,2016,Q1,O,4497.0,QEP ENERGY COMPANY,Three Forks,Three Forks,33-053-05787-0000,
33-053-05787-0000,2016-08-01,2016,Q3,O,4895.0,QEP ENERGY COMPANY,Three Forks,Three Forks,33-053-05787-0000,
33-053-05788-0000,2016-05-01,2016,Q2,G,17.666666,QEP ENERGY COMPANY,Bakken,Bakken,33-053-05788-0000,
33-053-05788-0000,2016-09-01,2016,Q3,G,63.5,QEP ENERGY COMPANY,Bakken,Bakken,33-053-05788-0000,
33-053-05789-0000,2016-09-01,2016,Q3,O,4095.0,QEP ENERGY COMPANY,Three Forks,Three Forks,33-053-05789-0000,
33-053-05789-0000,2016-10-01,2016,Q4,O,4209.0,QEP ENERGY COMPANY,Three Forks,Three Forks,33-053-05789-0000,
33-053-05794-0000,2016-07-01,2016,Q3,G,3629.1667,"PETRO-HUNT, L.L.C.",Three Forks,Three Forks,33-053-05794-0000,
33-053-05796-0000,2016-01-01,2016,Q1,G,1745.1666,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Three Forks,Three Forks,33-053-05796-0000,
33-053-05796-0000,2016-02-01,2016,Q1,G,2.5,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Three Forks,Three Forks,33-053-05796-0000,
33-053-05796-0000,2016-03-01,2016,Q1,O,21915.0,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Three Forks,Three Forks,33-053-05796-0000,
33-053-05796-0000,2016-12-01,2016,Q4,G,9255.833,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Three Forks,Three Forks,33-053-05796-0000,
33-053-05796-0000,2016-12-01,2016,Q4,O,10548.0,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Three Forks,Three Forks,33-053-05796-0000,
33-053-05805-0000,2016-01-01,2016,Q1,G,1432.3334,"WPX ENERGY WILLISTON, LLC",Bakken,Bakken,33-053-05805-0000,
33-053-05805-0000,2016-02-01,2016,Q1,G,1610.6666,"WPX ENERGY WILLISTON, LLC",Bakken,Bakken,33-053-05805-0000,
33-053-05805-0000,2016-06-01,2016,Q2,G,2312.6667,"WPX ENERGY WILLISTON, LLC",Bakken,Bakken,33-053-05805-0000,
33-053-05807-0000,2016-10-01,2016,Q4,O,7185.0,"WPX ENERGY WILLISTON, LLC",Bakken,Bakken,33-053-05807-0000,
33-053-05808-0000,2016-03-01,2016,Q1,O,6733.0,"WPX ENERGY WILLISTON, LLC",Three Forks,Three Forks,33-053-05808-0000,
33-053-05808-0000,2016-08-01,2016,Q3,G,2050.6667,"WPX ENERGY WILLISTON, LLC",Three Forks,Three Forks,33-053-05808-0000,
33-053-05808-0000,2016-08-01,2016,Q3,O,5698.0,"WPX ENERGY WILLISTON, LLC",Three Forks,Three Forks,33-053-05808-0000,
33-053-05808-0000,2016-10-01,2016,Q4,G,2257.1667,"WPX ENERGY WILLISTON, LLC",Three Forks,Three Forks,33-053-05808-0000,
33-053-05808-0000,2016-11-01,2016,Q4,O,4116.0,"WPX ENERGY WILLISTON, LLC",Three Forks,Three Forks,33-053-05808-0000,
33-053-05809-0000,2016-04-01,2016,Q2,G,151.83333,QEP ENERGY COMPANY,Bakken,Bakken,33-053-05809-0000,
33-053-05809-0000,2016-07-01,2016,Q3,O,3892.0,QEP ENERGY COMPANY,Bakken,Bakken,33-053-05809-0000,
33-053-05824-0000,2016-06-01,2016,Q2,O,3340.0,"HESS BAKKEN INVESTMENTS II, LLC",Three Forks,Three Forks,33-053-05824-0000,
33-053-05824-0000,2016-07-01,2016,Q3,G,985.66669,"HESS BAKKEN INVESTMENTS II, LLC",Three Forks,Three Forks,33-053-05824-0000,
33-053-05824-0000,2016-08-01,2016,Q3,G,51.666668,"HESS BAKKEN INVESTMENTS II, LLC",Three Forks,Three Forks,33-053-05824-0000,
33-053-05825-0000,2016-04-01,2016,Q2,G,21.166666,QEP ENERGY COMPANY,Bakken,Bakken,33-053-05825-0000,
33-053-05826-0000,2016-01-01,2016,Q1,G,3407.0,QEP ENERGY COMPANY,Bakken,Bakken,33-053-05826-0000,
33-053-05826-0000,2016-09-01,2016,Q3,O,4103.0,QEP ENERGY COMPANY,Bakken,Bakken,33-053-05826-0000,
33-053-05842-0000,2016-05-01,2016,Q2,O,19634.0,XTO ENERGY INC,Bakken,Bakken,33-053-05842-0000,
33-053-05842-0000,2016-11-01,2016,Q4,O,5469.0,XTO ENERGY INC,Bakken,Bakken,33-053-05842-0000,
33-053-05843-0000,2016-01-01,2016,Q1,G,1.5,XTO ENERGY INC,Bakken,Bakken,33-053-05843-0000,
33-053-05843-0000,2016-01-01,2016,Q1,O,3002.0,XTO ENERGY INC,Bakken,Bakken,33-053-05843-0000,
33-053-05843-0000,2016-04-01,2016,Q2,O,21937.0,XTO ENERGY INC,Bakken,Bakken,33-053-05843-0000,
33-053-05844-0000,2016-11-01,2016,Q4,O,8639.0,XTO ENERGY INC,Three Forks,Three Forks,33-053-05844-0000,
33-053-05844-0000,2016-12-01,2016,Q4,G,4.0,XTO ENERGY INC,Three Forks,Three Forks,33-053-05844-0000,
33-053-05856-0000,2016-03-01,2016,Q1,O,3073.0,"CONTINENTAL RESOURCES, INC.",Bakken,Bakken,33-053-05856-0000,
33-053-05856-0000,2016-05-01,2016,Q2,G,4463.0,"CONTINENTAL RESOURCES, INC.",Bakken,Bakken,33-053-05856-0000,
33-053-05856-0000,2016-08-01,2016,Q3,G,18.0,"CONTINENTAL RESOURCES, INC.",Bakken,Bakken,33-053-05856-0000,
33-053-05856-0000,2016-09-01,2016,Q3,G,21.5,"CONTINENTAL RESOURCES, INC.",Bakken,Bakken,33-053-05856-0000,
33-053-05856-0000,2016-10-01,2016,Q4,G,655.5,"CONTINENTAL RESOURCES, INC.",Bakken,Bakken,33-053-05856-0000,
33-053-05880-0000,2016-01-01,2016,Q1,O,15036.0,XTO ENERGY INC,Bakken,Bakken,33-053-05880-0000,
33-053-05880-0000,2016-02-01,2016,Q1,O,21628.0,XTO ENERGY INC,Bakken,Bakken,33-053-05880-0000,
33-053-05880-0000,2016-06-01,2016,Q2,O,14261.0,XTO ENERGY INC,Bakken,Bakken,33-053-05880-0000,
33-053-05881-0000,2016-05-01,2016,Q2,G,2485.1667,QEP ENERGY COMPANY,Bakken,Bakken,33-053-05881-0000,
33-053-05881-0000,2016-05-01,2016,Q2,O,7774.0,QEP ENERGY COMPANY,Bakken,Bakken,33-053-05881-0000,
33-053-05881-0000,2016-11-01,2016,Q4,G,1903.6666,QEP ENERGY COMPANY,Bakken,Bakken,33-053-05881-0000,
33-053-05882-0000,2016-02-01,2016,Q1,G,31.166666,QEP ENERGY COMPANY,Three Forks,Three Forks,33-053-05882-0000,
33-053-05882-0000,2016-04-01,2016,Q2,O,4856.0,QEP ENERGY COMPANY,Three Forks,Three Forks,33-053-05882-0000,
33-053-05882-0000,2016-05-01,2016,Q2,O,5948.0,QEP ENERGY COMPANY,Three Forks,Three Forks,33-053-05882-0000,
33-053-05882-0000,2016-12-01,2016,Q4,G,28.5,QEP ENERGY COMPANY,Three Forks,Three Forks,33-053-05882-0000,
33-053-05884-0000,2016-02-01,2016,Q1,G,18.0,QEP ENERGY COMPANY,Three Forks,Three Forks,33-053-05884-0000,
33-053-05884-0000,2016-04-01,2016,Q2,O,7783.0,QEP ENERGY COMPANY,Three Forks,Three Forks,33-053-05884-0000,
33-053-05884-0000,2016-05-01,2016,Q2,G,2.3333333,QEP ENERGY COMPANY,Three Forks,Three Forks,33-053-05884-0000,
33-053-05884-0000,2016-05-01,2016,Q2,O,6670.0,QEP ENERGY COMPANY,Three Forks,Three Forks,33-053-05884-0000,
33-053-05884-0000,2016-08-01,2016,Q3,G,859.66669,QEP ENERGY COMPANY,Three Forks,Three Forks,33-053-05884-0000,
33-053-05885-0000,2016-07-01,2016,Q3,G,51.0,QEP ENERGY COMPANY,Three Forks,Three Forks,33-053-05885-0000,
33-053-05885-0000,2016-10-01,2016,Q4,O,5082.0,QEP ENERGY COMPANY,Three Forks,Three Forks,33-053-05885-0000,
33-053-05885-0000,2016-11-01,2016,Q4,G,34.166668,QEP ENERGY COMPANY,Three Forks,Three Forks,33-053-05885-0000,
33-053-05889-0000,2016-02-01,2016,Q1,G,206.5,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Bakken,Bakken,33-053-05889-0000,
33-053-05889-0000,2016-04-01,2016,Q2,O,5536.0,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Bakken,Bakken,33-053-05889-0000,
33-053-05889-0000,2016-05-01,2016,Q2,O,4592.0,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Bakken,Bakken,33-053-05889-0000,
33-053-05889-0000,2016-07-01,2016,Q3,G,1440.5,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Bakken,Bakken,33-053-05889-0000,
33-053-05889-0000,2016-08-01,2016,Q3,O,6857.0,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Bakken,Bakken,33-053-05889-0000,
33-053-05889-0000,2016-09-01,2016,Q3,G,14.5,BURLINGTON RESOURCES OIL & GAS COMPANY LP,Bakken,Bakken,33-053-05889-0000,
33-053-05891-0000,2016-01-01,2016,Q1,G,8333.833,"CONTINENTAL RESOURCES, INC.",Bakken,Bakken,33-053-05891-0000,
33-053-05892-0000,2016-02-01,2016,Q1,G,1259.0,"CONTINENTAL RESOURCES, INC.",Three Forks,Three Forks,33-053-05892-0000,
33-053-05892-0000,2016-02-01,2016,Q1,O,4392.0,"CONTINENTAL RESOURCES, INC.",Three Forks,Three Forks,33-053-05892-0000,
33-053-05892-0000,2016-03-01,2016,Q1,O,5211.0,"CONTINENTAL RESOURCES, INC.",Three Forks,Three Forks,33-053-05892-0000,
