operator,api_number,basin,production_month,flared_gas_mcf,gross_gas_production_mcf,flaring_intensity,cumulative_flared_mcf
WHITING OIL AND GAS CORPORATION,33-053-04028-0000,Three Forks,2017-07-01,142.0,10127.0,0.014021921595734175,63705.0
WHITING OIL AND GAS CORPORATION,33-053-04028-0000,Three Forks,2017-08-01,305.0,9465.0,0.03222398309561542,64010.0
WHITING OIL AND GAS CORPORATION,33-053-04028-0000,Three Forks,2017-09-01,1067.0,13704.0,0.0778604786923526,65077.0
WHITING OIL AND GAS CORPORATION,33-053-04028-0000,Three Forks,2017-10-01,444.0,8592.0,0.051675977653631286,65521.0
WHITING OIL AND GAS CORPORATION,33-053-04028-0000,Three Forks,2017-11-01,185.0,7705.0,0.024010382868267358,65706.0
WHITING OIL AND GAS CORPORATION,33-053-04028-0000,Three Forks,2017-12-01,15.0,7925.0,0.0018927444794952682,65721.0
WHITING OIL AND GAS CORPORATION,33-053-04028-0000,Three Forks,2018-01-01,,8613.0,,65721.0
WHITING OIL AND GAS CORPORATION,33-053-04028-0000,Three Forks,2018-02-01,9.0,7580.0,0.001187335092348285,65730.0
WHITING OIL AND GAS CORPORATION,33-053-04028-0000,Three Forks,2018-03-01,,6638.0,,65730.0
WHITING OIL AND GAS CORPORATION,33-053-04028-0000,Three Forks,2018-04-01,12.0,5773.0,0.0020786419539234368,65742.0
WHITING OIL AND GAS CORPORATION,33-053-04028-0000,Three Forks,2018-05-01,,5709.0,,65742.0
WHITING OIL AND GAS CORPORATION,33-053-04028-0000,Three Forks,2018-06-01,158.0,5329.0,0.029649089885531995,65900.0
WHITING OIL AND GAS CORPORATION,33-053-04028-0000,Three Forks,2018-07-01,9.0,3455.0,0.0026049204052098407,65909.0
WHITING OIL AND GAS CORPORATION,33-053-04028-0000,Three Forks,2018-08-01,4.0,3466.0,0.001154068090017311,65913.0
WHITING OIL AND GAS CORPORATION,33-053-04028-0000,Three Forks,2018-09-01,62.0,3896.0,0.01591375770020534,65975.0
WHITING OIL AND GAS CORPORATION,33-053-04028-0000,Three Forks,2018-10-01,394.0,3363.0,0.11715730002973536,66369.0
WHITING OIL AND GAS CORPORATION,33-053-04028-0000,Three Forks,2018-11-01,6116.0,9038.0,0.6766983845983625,72485.0
WHITING OIL AND GAS CORPORATION,33-053-04028-0000,Three Forks,2018-12-01,8435.0,8620.0,0.978538283062645,80920.0
WHITING OIL AND GAS CORPORATION,33-053-04028-0000,Three Forks,2019-01-01,11816.0,12303.0,0.9604161586604893,92736.0
WHITING OIL AND GAS CORPORATION,33-053-04028-0000,Three Forks,2019-02-01,2240.0,8810.0,0.2542565266742338,94976.0
WHITING OIL AND GAS CORPORATION,33-053-04028-0000,Three Forks,2019-03-01,,11571.0,,94976.0
WHITING OIL AND GAS CORPORATION,33-053-04028-0000,Three Forks,2019-04-01,11.0,11280.0,0.000975177304964539,94987.0
WHITING OIL AND GAS CORPORATION,33-053-04028-0000,Three Forks,2019-05-01,5.0,10289.0,0.00048595587520653126,94992.0
WHITING OIL AND GAS CORPORATION,33-053-04028-0000,Three Forks,2019-06-01,27.0,10607.0,0.0025454888281323655,95019.0
WHITING OIL AND GAS CORPORATION,33-053-04028-0000,Three Forks,2019-07-01,1022.0,10020.0,0.10199600798403194,96041.0
WHITING OIL AND GAS CORPORATION,33-053-04028-0000,Three Forks,2019-08-01,,10463.0,,96041.0
WHITING OIL AND GAS CORPORATION,33-053-04028-0000,Three Forks,2019-09-01,137.0,8767.0,0.015626782251625414,96178.0
WHITING OIL AND GAS CORPORATION,33-053-04028-0000,Three Forks,2019-10-01,79.0,8515.0,0.009277745155607751,96257.0
TRIANGLE USA PETROLEUM CORPORATION,33-053-04052-0000,Bakken,2014-10-01,3973.0,13914.0,0.2855397441425902,3973.0
TRIANGLE USA PETROLEUM CORPORATION,33-053-04052-0000,Bakken,2014-11-01,600.0,8046.0,0.07457121551081283,4573.0
TRIANGLE USA PETROLEUM CORPORATION,33-053-04052-0000,Bakken,2014-12-01,22.0,4407.0,0.004992058089403222,4595.0
TRIANGLE USA PETROLEUM CORPORATION,33-053-04052-0000,Bakken,2015-01-01,304.0,6684.0,0.045481747456612806,4899.0
TRIANGLE USA PETROLEUM CORPORATION,33-053-04052-0000,Bakken,2015-02-01,,6592.0,,4899.0
TRIANGLE USA PETROLEUM CORPORATION,33-053-04052-0000,Bakken,2015-03-01,,7526.0,,4899.0
TRIANGLE USA PETROLEUM CORPORATION,33-053-04052-0000,Bakken,2015-04-01,,5499.0,,4899.0
TRIANGLE USA PETROLEUM CORPORATION,33-053-04052-0000,Bakken,2015-05-01,,9792.0,,4899.0
TRIANGLE USA PETROLEUM CORPORATION,33-053-04052-0000,Bakken,2015-06-01,,7047.0,,4899.0
TRIANGLE USA PETROLEUM CORPORATION,33-053-04052-0000,Bakken,2015-07-01,,6216.0,,4899.0
TRIANGLE USA PETROLEUM CORPORATION,33-053-04052-0000,Bakken,2015-08-01,,3764.0,,4899.0
TRIANGLE USA PETROLEUM CORPORATION,33-053-04052-0000,Bakken,2015-09-01,40.0,3119.0,0.012824623276691247,4939.0
TRIANGLE USA PETROLEUM CORPORATION,33-053-04052-0000,Bakken,2015-10-01,10.0,3102.0,0.003223726627981947,4949.0
TRIANGLE USA PETROLEUM CORPORATION,33-053-04052-0000,Bakken,2015-11-01,86.0,3247.0,0.02648598706498306,5035.0
TRIANGLE USA PETROLEUM CORPORATION,33-053-04052-0000,Bakken,2015-12-01,131.0,3438.0,0.03810354857475276,5166.0
TRIANGLE USA PETROLEUM CORPORATION,33-053-04052-0000,Bakken,2016-01-01,,2824.0,,5166.0
TRIANGLE USA PETROLEUM CORPORATION,33-053-04052-0000,Bakken,2016-02-01,160.0,4927.0,0.032474122183884714,5326.0
TRIANGLE USA PETROLEUM CORPORATION,33-053-04052-0000,Bakken,2016-03-01,155.0,6915.0,0.022415039768618944,5481.0
TRIANGLE USA PETROLEUM CORPORATION,33-053-04052-0000,Bakken,2016-04-01,27.0,659.0,0.0409711684370258,5508.0
TRIANGLE USA PETROLEUM CORPORATION,33-053-04052-0000,Bakken,2016-05-01,152.0,5803.0,0.02619334826813717,5660.0
TRIANGLE USA PETROLEUM CORPORATION,33-053-04052-0000,Bakken,2016-06-01,,7832.0,,5660.0
TRIANGLE USA PETROLEUM CORPORATION,33-053-04052-0000,Bakken,2016-07-01,,8539.0,,5660.0
TRIANGLE USA PETROLEUM CORPORATION,33-053-04052-0000,Bakken,2016-08-01,,8570.0,,5660.0
TRIANGLE USA PETROLEUM CORPORATION,33-053-04052-0000,Bakken,2016-09-01,,6818.0,,5660.0
TRIANGLE USA PETROLEUM CORPORATION,33-053-04052-0000,Bakken,2016-10-01,,5980.0,,5660.0
TRIANGLE USA PETROLEUM CORPORATION,33-053-04052-0000,Bakken,2016-11-01,,5876.0,,5660.0
TRIANGLE USA PETROLEUM CORPORATION,33-053-04052-0000,Bakken,2016-12-01,,5657.0,,5660.0
TRIANGLE USA PETROLEUM CORPORATION,33-053-04052-0000,Bakken,2017-01-01,,1540.0,,5660.0
TRIANGLE USA PETROLEUM CORPORATION,33-053-04052-0000,Bakken,2017-02-01,,5026.0,,5660.0
TRIANGLE USA PETROLEUM CORPORATION,33-053-04052-0000,Bakken,2017-03-01,,2183.0,,5660.0
TRIANGLE USA PETROLEUM CORPORATION,33-053-04052-0000,Bakken,2017-04-01,,4907.0,,5660.0
TRIANGLE USA PETROLEUM CORPORATION,33-053-04052-0000,Bakken,2017-05-01,,7024.0,,5660.0
TRIANGLE USA PETROLEUM CORPORATION,33-053-04052-0000,Bakken,2017-06-01,3.0,6578.0,0.0004560656734569778,5663.0
TRIANGLE USA PETROLEUM CORPORATION,33-053-04052-0000,Bakken,2017-07-01,,7760.0,,5663.0
TRIANGLE USA PETROLEUM CORPORATION,33-053-04052-0000,Bakken,2017-08-01,,7187.0,,5663.0
TRIANGLE USA PETROLEUM CORPORATION,33-053-04052-0000,Bakken,2017-09-01,,6882.0,,5663.0
TRIANGLE USA PETROLEUM CORPORATION,33-053-04052-0000,Bakken,2017-10-01,,5413.0,,5663.0
TRIANGLE USA PETROLEUM CORPORATION,33-053-04052-0000,Bakken,2017-11-01,,5172.0,,5663.0
TRIANGLE USA PETROLEUM CORPORATION,33-053-04052-0000,Bakken,2017-12-01,,4144.0,,5663.0
TRIANGLE USA PETROLEUM CORPORATION,33-053-04052-0000,Bakken,2018-01-01,,4498.0,,5663.0
TRIANGLE USA PETROLEUM CORPORATION,33-053-04052-0000,Bakken,2018-02-01,,4858.0,,5663.0
TRIANGLE USA PETROLEUM CORPORATION,33-053-04052-0000,Bakken,2018-03-01,,4963.0,,5663.0
TRIANGLE USA PETROLEUM CORPORATION,33-053-04052-0000,Bakken,2018-04-01,,5445.0,,5663.0
TRIANGLE USA PETROLEUM CORPORATION,33-053-04052-0000,Bakken,2018-05-01,,1930.0,,5663.0
TRIANGLE USA PETROLEUM CORPORATION,33-053-04052-0000,Bakken,2018-06-01,,1828.0,,5663.0
TRIANGLE USA PETROLEUM CORPORATION,33-053-04052-0000,Bakken,2018-07-01,,3035.0,,5663.0
TRIANGLE USA PETROLEUM CORPORATION,33-053-04052-0000,Bakken,2018-08-01,,968.0,,5663.0
TRIANGLE USA PETROLEUM CORPORATION,33-053-04052-0000,Bakken,2018-09-01,24.0,3079.0,0.007794738551477752,5687.0
TRIANGLE USA PETROLEUM CORPORATION,33-053-04052-0000,Bakken,2018-10-01,,3065.0,,5687.0
TRIANGLE USA PETROLEUM CORPORATION,33-053-04052-0000,Bakken,2018-11-01,22.0,2518.0,0.008737092930897538,5709.0
TRIANGLE USA PETROLEUM CORPORATION,33-053-04052-0000,Bakken,2018-12-01,36.0,3055.0,0.011783960720130934,5745.0
TRIANGLE USA PETROLEUM CORPORATION,33-053-04052-0000,Bakken,2019-01-01,,2888.0,,5745.0
TRIANGLE USA PETROLEUM CORPORATION,33-053-04052-0000,Bakken,2019-02-01,12.0,2205.0,0.005442176870748299,5757.0
TRIANGLE USA PETROLEUM CORPORATION,33-053-04052-0000,Bakken,2019-03-01,,2663.0,,5757.0
TRIANGLE USA PETROLEUM CORPORATION,33-053-04052-0000,Bakken,2019-04-01,,1785.0,,5757.0
TRIANGLE USA PETROLEUM CORPORATION,33-053-04052-0000,Bakken,2019-05-01,,1588.0,,5757.0
TRIANGLE USA PETROLEUM CORPORATION,33-053-04052-0000,Bakken,2019-06-01,,3162.0,,5757.0
TRIANGLE USA PETROLEUM CORPORATION,33-053-04052-0000,Bakken,2019-07-01,202.0,2266.0,0.08914386584289496,5959.0
TRIANGLE USA PETROLEUM CORPORATION,33-053-04052-0000,Bakken,2019-08-01,,250.0,,5959.0
TRIANGLE USA PETROLEUM CORPORATION,33-053-04052-0000,Bakken,2019-09-01,,2623.0,,5959.0
TRIANGLE USA PETROLEUM CORPORATION,33-053-04052-0000,Bakken,2019-10-01,,2011.0,,5959.0
TRIANGLE USA PETROLEUM CORPORATION,33-053-04052-0000,Bakken,2019-11-01,,1144.0,,5959.0
TRIANGLE USA PETROLEUM CORPORATION,33-053-04052-0000,Bakken,2019-12-01,,3029.0,,5959.0
TRIANGLE USA PETROLEUM CORPORATION,33-053-04052-0000,Bakken,2020-01-01,,3235.0,,5959.0
TRIANGLE USA PETROLEUM CORPORATION,33-053-04052-0000,Bakken,2020-02-01,,2503.0,,5959.0
TRIANGLE USA PETROLEUM CORPORATION,33-053-04052-0000,Bakken,2020-03-01,,2342.0,,5959.0
TRIANGLE USA PETROLEUM CORPORATION,33-053-04052-0000,Bakken,2020-04-01,,1605.0,,5959.0
TRIANGLE USA PETROLEUM CORPORATION,33-053-04052-0000,Bakken,2020-08-01,,21.0,,5959.0
TRIANGLE USA PETROLEUM CORPORATION,33-053-04052-0000,Bakken,2020-09-01,,713.0,,5959.0
TRIANGLE USA PETROLEUM CORPORATION,33-053-04052-0000,Bakken,2020-10-01,,595.0,,5959.0
TRIANGLE USA PETROLEUM CORPORATION,33-053-04052-0000,Bakken,2021-04-01,596.0,596.0,1.0,6555.0
TRIANGLE USA PETROLEUM CORPORATION,33-053-04052-0000,Bakken,2021-05-01,1087.0,1087.0,1.0,7642.0
TRIANGLE USA PETROLEUM CORPORATION,33-053-04052-0000,Bakken,2021-06-01,2090.0,2435.0,0.8583162217659137,9732.0
TRIANGLE USA PETROLEUM CORPORATION,33-053-04052-0000,Bakken,2021-07-01,379.0,522.0,0.7260536398467433,10111.0
TRIANGLE USA PETROLEUM CORPORATION,33-053-04052-0000,Bakken,2021-09-01,178.0,334.0,0.5329341317365269,10289.0
TRIANGLE USA PETROLEUM CORPORATION,33-053-04052-0000,Bakken,2021-10-01,1395.0,1796.0,0.7767260579064588,11684.0
TRIANGLE USA PETROLEUM CORPORATION,33-053-04052-0000,Bakken,2021-11-01,1041.0,1795.0,0.5799442896935934,12725.0
ABRAXAS PETROLEUM CORP.,33-053-04150-0000,Bakken,2014-05-01,14937.0,15605.0,0.9571932073053508,14937.0
ABRAXAS PETROLEUM CORP.,33-053-04150-0000,Bakken,2014-06-01,6791.0,32120.0,0.21142590286425902,21728.0
ABRAXAS PETROLEUM CORP.,33-053-04150-0000,Bakken,2014-07-01,339.0,27138.0,0.012491709042670794,22067.0
ABRAXAS PETROLEUM CORP.,33-053-04150-0000,Bakken,2014-08-01,1455.0,23075.0,0.06305525460455037,23522.0
ABRAXAS PETROLEUM CORP.,33-053-04150-0000,Bakken,2014-09-01,42.0,27068.0,0.0015516477020836412,23564.0
ABRAXAS PETROLEUM CORP.,33-053-04150-0000,Bakken,2014-10-01,2028.0,21351.0,0.09498384150625264,25592.0
ABRAXAS PETROLEUM CORP.,33-053-04150-0000,Bakken,2014-11-01,,19922.0,,25592.0
ABRAXAS PETROLEUM CORP.,33-053-04150-0000,Bakken,2014-12-01,,17303.0,,25592.0
ABRAXAS PETROLEUM CORP.,33-053-04150-0000,Bakken,2015-01-01,763.0,12228.0,0.062397775596990515,26355.0
ABRAXAS PETROLEUM CORP.,33-053-04150-0000,Bakken,2015-02-01,1210.0,6543.0,0.18493046003362373,27565.0
ABRAXAS PETROLEUM CORP.,33-053-04150-0000,Bakken,2015-03-01,1183.0,9885.0,0.11967627718765807,28748.0
ABRAXAS PETROLEUM CORP.,33-053-04150-0000,Bakken,2015-04-01,48.0,10470.0,0.004584527220630372,28796.0
ABRAXAS PETROLEUM CORP.,33-053-04150-0000,Bakken,2015-05-01,,5668.0,,28796.0
ABRAXAS PETROLEUM CORP.,33-053-04150-0000,Bakken,2015-06-01,1553.0,3037.0,0.5113598946328614,30349.0
ABRAXAS PETROLEUM CORP.,33-053-04150-0000,Bakken,2015-07-01,696.0,10804.0,0.06442058496853018,31045.0
ABRAXAS PETROLEUM CORP.,33-053-04150-0000,Bakken,2015-08-01,3303.0,9605.0,0.3438833940655908,34348.0
ABRAXAS PETROLEUM CORP.,33-053-04150-0000,Bakken,2015-09-01,648.0,14425.0,0.044922010398613516,34996.0
ABRAXAS PETROLEUM CORP.,33-053-04150-0000,Bakken,2015-10-01,,15910.0,,34996.0
ABRAXAS PETROLEUM CORP.,33-053-04150-0000,Bakken,2015-11-01,,12753.0,,34996.0
ABRAXAS PETROLEUM CORP.,33-053-04150-0000,Bakken,2015-12-01,1899.0,9241.0,0.20549724055838112,36895.0
ABRAXAS PETROLEUM CORP.,33-053-04150-0000,Bakken,2016-01-01,28.0,10144.0,0.0027602523659305996,36923.0
ABRAXAS PETROLEUM CORP.,33-053-04150-0000,Bakken,2016-02-01,,7187.0,,36923.0
ABRAXAS PETROLEUM CORP.,33-053-04150-0000,Bakken,2016-03-01,,8231.0,,36923.0
ABRAXAS PETROLEUM CORP.,33-053-04150-0000,Bakken,2016-04-01,,5853.0,,36923.0
ABRAXAS PETROLEUM CORP.,33-053-04150-0000,Bakken,2016-05-01,131.0,6599.0,0.019851492650401575,37054.0
ABRAXAS PETROLEUM CORP.,33-053-04150-0000,Bakken,2016-06-01,,4871.0,,37054.0
ABRAXAS PETROLEUM CORP.,33-053-04150-0000,Bakken,2016-07-01,,4534.0,,37054.0
ABRAXAS PETROLEUM CORP.,33-053-04150-0000,Bakken,2016-08-01,4.0,4296.0,0.000931098696461825,37058.0
ABRAXAS PETROLEUM CORP.,33-053-04150-0000,Bakken,2016-09-01,,3915.0,,37058.0
ABRAXAS PETROLEUM CORP.,33-053-04150-0000,Bakken,2016-10-01,,3763.0,,37058.0
ABRAXAS PETROLEUM CORP.,33-053-04150-0000,Bakken,2016-11-01,,2484.0,,37058.0
ABRAXAS PETROLEUM CORP.,33-053-04150-0000,Bakken,2016-12-01,130.0,3841.0,0.033845352772715435,37188.0
ABRAXAS PETROLEUM CORP.,33-053-04150-0000,Bakken,2017-01-01,6.0,4172.0,0.0014381591562799617,37194.0
ABRAXAS PETROLEUM CORP.,33-053-04150-0000,Bakken,2017-02-01,,3737.0,,37194.0
ABRAXAS PETROLEUM CORP.,33-053-04150-0000,Bakken,2017-03-01,3.0,4074.0,0.0007363770250368188,37197.0
ABRAXAS PETROLEUM CORP.,33-053-04150-0000,Bakken,2017-04-01,,4042.0,,37197.0
ABRAXAS PETROLEUM CORP.,33-053-04150-0000,Bakken,2017-05-01,,3892.0,,37197.0
ABRAXAS PETROLEUM CORP.,33-053-04150-0000,Bakken,2017-06-01,,4055.0,,37197.0
ABRAXAS PETROLEUM CORP.,33-053-04150-0000,Bakken,2017-07-01,167.0,4851.0,0.034425891568748715,37364.0
ABRAXAS PETROLEUM CORP.,33-053-04150-0000,Bakken,2017-08-01,213.0,5760.0,0.03697916666666667,37577.0
ABRAXAS PETROLEUM CORP.,33-053-04150-0000,Bakken,2017-09-01,,5763.0,,37577.0
ABRAXAS PETROLEUM CORP.,33-053-04150-0000,Bakken,2017-10-01,612.0,6166.0,0.09925397340253,38189.0
ABRAXAS PETROLEUM CORP.,33-053-04150-0000,Bakken,2017-11-01,,5585.0,,38189.0
ABRAXAS PETROLEUM CORP.,33-053-04150-0000,Bakken,2017-12-01,753.0,3995.0,0.18848560700876096,38942.0
ABRAXAS PETROLEUM CORP.,33-053-04150-0000,Bakken,2018-01-01,1133.0,3201.0,0.3539518900343643,40075.0
ABRAXAS PETROLEUM CORP.,33-053-04150-0000,Bakken,2018-02-01,736.0,2456.0,0.2996742671009772,40811.0
ABRAXAS PETROLEUM CORP.,33-053-04150-0000,Bakken,2018-03-01,106.0,3082.0,0.03439325113562622,40917.0
ABRAXAS PETROLEUM CORP.,33-053-04150-0000,Bakken,2018-04-01,52.0,2487.0,0.020908725371934056,40969.0
ABRAXAS PETROLEUM CORP.,33-053-04150-0000,Bakken,2018-05-01,42.0,2390.0,0.017573221757322177,41011.0
ABRAXAS PETROLEUM CORP.,33-053-04150-0000,Bakken,2018-06-01,,1956.0,,41011.0
ABRAXAS PETROLEUM CORP.,33-053-04150-0000,Bakken,2018-07-01,,2253.0,,41011.0
ABRAXAS PETROLEUM CORP.,33-053-04150-0000,Bakken,2018-08-01,,2044.0,,41011.0
ABRAXAS PETROLEUM CORP.,33-053-04150-0000,Bakken,2018-09-01,82.0,1959.0,0.04185809086268504,41093.0
ABRAXAS PETROLEUM CORP.,33-053-04150-0000,Bakken,2018-10-01,,2332.0,,41093.0
ABRAXAS PETROLEUM CORP.,33-053-04150-0000,Bakken,2018-11-01,,3438.0,,41093.0
ABRAXAS PETROLEUM CORP.,33-053-04150-0000,Bakken,2018-12-01,296.0,2650.0,0.11169811320754718,41389.0
ABRAXAS PETROLEUM CORP.,33-053-04150-0000,Bakken,2019-01-01,106.0,3504.0,0.030251141552511414,41495.0
ABRAXAS PETROLEUM CORP.,33-053-04150-0000,Bakken,2019-02-01,362.0,3335.0,0.10854572713643178,41857.0
ABRAXAS PETROLEUM CORP.,33-053-04150-0000,Bakken,2019-03-01,,1603.0,,41857.0
ABRAXAS PETROLEUM CORP.,33-053-04150-0000,Bakken,2019-04-01,53.0,2180.0,0.02431192660550459,41910.0
ABRAXAS PETROLEUM CORP.,33-053-04150-0000,Bakken,2019-05-01,25.0,2311.0,0.010817827780181739,41935.0
ABRAXAS PETROLEUM CORP.,33-053-04150-0000,Bakken,2019-06-01,,2323.0,,41935.0
ABRAXAS PETROLEUM CORP.,33-053-04150-0000,Bakken,2019-07-01,189.0,2454.0,0.07701711491442542,42124.0
ABRAXAS PETROLEUM CORP.,33-053-04150-0000,Bakken,2019-08-01,,2120.0,,42124.0
ABRAXAS PETROLEUM CORP.,33-053-04150-0000,Bakken,2019-09-01,,1751.0,,42124.0
ABRAXAS PETROLEUM CORP.,33-053-04150-0000,Bakken,2019-10-01,14.0,2321.0,0.006031882809133994,42138.0
ABRAXAS PETROLEUM CORP.,33-053-04150-0000,Bakken,2019-11-01,,3986.0,,42138.0
ABRAXAS PETROLEUM CORP.,33-053-04150-0000,Bakken,2019-12-01,,4391.0,,42138.0
ABRAXAS PETROLEUM CORP.,33-053-04150-0000,Bakken,2020-01-01,,3503.0,,42138.0
ABRAXAS PETROLEUM CORP.,33-053-04150-0000,Bakken,2020-02-01,,3850.0,,42138.0
ABRAXAS PETROLEUM CORP.,33-053-04150-0000,Bakken,2020-03-01,,2669.0,,42138.0
ABRAXAS PETROLEUM CORP.,33-053-04150-0000,Bakken,2020-04-01,,2303.0,,42138.0
ABRAXAS PETROLEUM CORP.,33-053-04150-0000,Bakken,2020-05-01,,618.0,,42138.0
ABRAXAS PETROLEUM CORP.,33-053-04150-0000,Bakken,2020-06-01,3.0,4473.0,0.0006706908115358819,42141.0
ABRAXAS PETROLEUM CORP.,33-053-04150-0000,Bakken,2020-07-01,,3965.0,,42141.0
ABRAXAS PETROLEUM CORP.,33-053-04150-0000,Bakken,2020-08-01,,4394.0,,42141.0
ABRAXAS PETROLEUM CORP.,33-053-04150-0000,Bakken,2020-09-01,,2438.0,,42141.0
ABRAXAS PETROLEUM CORP.,33-053-04150-0000,Bakken,2020-10-01,,2129.0,,42141.0
ABRAXAS PETROLEUM CORP.,33-053-04150-0000,Bakken,2020-12-01,,1671.0,,42141.0
ABRAXAS PETROLEUM CORP.,33-053-04150-0000,Bakken,2021-01-01,,3537.0,,42141.0
ABRAXAS PETROLEUM CORP.,33-053-04150-0000,Bakken,2021-02-01,1.0,2489.0,0.0004017677782241864,42142.0
ABRAXAS PETROLEUM CORP.,33-053-04150-0000,Bakken,2021-03-01,,3696.0,,42142.0
ABRAXAS PETROLEUM CORP.,33-053-04150-0000,Bakken,2021-04-01,,4164.0,,42142.0
ABRAXAS PETROLEUM CORP.,33-053-04150-0000,Bakken,2021-05-01,18.0,3140.0,0.005732484076433121,42160.0
ABRAXAS PETROLEUM CORP.,33-053-04150-0000,Bakken,2021-06-01,,3034.0,,42160.0
ABRAXAS PETROLEUM CORP.,33-053-04150-0000,Bakken,2021-07-01,,3905.0,,42160.0
ABRAXAS PETROLEUM CORP.,33-053-04150-0000,Bakken,2021-08-01,17.0,6226.0,0.00273048506264054,42177.0
ABRAXAS PETROLEUM CORP.,33-053-04150-0000,Bakken,2021-09-01,28.0,6860.0,0.004081632653061225,42205.0
ABRAXAS PETROLEUM CORP.,33-053-04150-0000,Bakken,2021-10-01,,7060.0,,42205.0
ABRAXAS PETROLEUM CORP.,33-053-04150-0000,Bakken,2021-11-01,4.0,6277.0,0.0006372470925601402,42209.0
ABRAXAS PETROLEUM CORP.,33-053-04150-0000,Bakken,2021-12-01,85.0,4536.0,0.018738977072310405,42294.0
ABRAXAS PETROLEUM CORP.,33-053-04150-0000,Bakken,2022-01-01,,2280.0,,42294.0
HESS CORPORATION,33-053-04272-0000,Three Forks,2014-02-01,10669.0,10669.0,1.0,10669.0
HESS CORPORATION,33-053-04272-0000,Three Forks,2014-03-01,38574.0,40361.0,0.9557245856148262,49243.0
HESS CORPORATION,33-053-04272-0000,Three Forks,2014-04-01,6441.0,28392.0,0.2268596787827557,55684.0
HESS CORPORATION,33-053-04272-0000,Three Forks,2014-05-01,3705.0,27914.0,0.13272909651071146,59389.0
HESS CORPORATION,33-053-04272-0000,Three Forks,2014-06-01,1267.0,21933.0,0.057766835362239546,60656.0
HESS CORPORATION,33-053-04272-0000,Three Forks,2014-07-01,866.0,18804.0,0.04605403105722187,61522.0
HESS CORPORATION,33-053-04272-0000,Three Forks,2014-08-01,306.0,10172.0,0.030082579630357844,61828.0
HESS CORPORATION,33-053-04272-0000,Three Forks,2014-09-01,97.0,6162.0,0.015741642323920804,61925.0
HESS CORPORATION,33-053-04272-0000,Three Forks,2014-10-01,49.0,10925.0,0.00448512585812357,61974.0
HESS CORPORATION,33-053-04272-0000,Three Forks,2014-11-01,266.0,10757.0,0.02472808403830064,62240.0
HESS CORPORATION,33-053-04272-0000,Three Forks,2014-12-01,5877.0,10819.0,0.543211017654127,68117.0
HESS CORPORATION,33-053-04272-0000,Three Forks,2015-01-01,8350.0,11165.0,0.7478728168383341,76467.0
HESS CORPORATION,33-053-04272-0000,Three Forks,2015-02-01,6160.0,11185.0,0.5507375949932946,82627.0
HESS CORPORATION,33-053-04272-0000,Three Forks,2015-03-01,4551.0,11967.0,0.3802958134870895,87178.0
HESS CORPORATION,33-053-04272-0000,Three Forks,2015-04-01,4668.0,9798.0,0.4764237599510104,91846.0
HESS CORPORATION,33-053-04272-0000,Three Forks,2015-05-01,3805.0,7677.0,0.49563631626937604,95651.0
HESS CORPORATION,33-053-04272-0000,Three Forks,2015-06-01,1205.0,5538.0,0.2175875767425063,96856.0
HESS CORPORATION,33-053-04272-0000,Three Forks,2015-07-01,1063.0,11374.0,0.09345876560576755,97919.0
HESS CORPORATION,33-053-04272-0000,Three Forks,2015-08-01,1468.0,10063.0,0.14588095001490609,99387.0
HESS CORPORATION,33-053-04272-0000,Three Forks,2015-09-01,1691.0,7947.0,0.21278469862841323,101078.0
HESS CORPORATION,33-053-04272-0000,Three Forks,2015-10-01,1261.0,7966.0,0.1582977655033894,102339.0
HESS CORPORATION,33-053-04272-0000,Three Forks,2015-11-01,1037.0,7761.0,0.1336168019585105,103376.0
HESS CORPORATION,33-053-04272-0000,Three Forks,2015-12-01,174.0,6661.0,0.0261222038732923,103550.0
HESS CORPORATION,33-053-04272-0000,Three Forks,2016-01-01,50.0,5245.0,0.009532888465204958,103600.0
HESS CORPORATION,33-053-04272-0000,Three Forks,2016-02-01,109.0,6016.0,0.018118351063829786,103709.0
HESS CORPORATION,33-053-04272-0000,Three Forks,2016-03-01,109.0,2878.0,0.037873523280055596,103818.0
HESS CORPORATION,33-053-04272-0000,Three Forks,2016-06-01,2148.0,5287.0,0.40627955362209195,105966.0
HESS CORPORATION,33-053-04272-0000,Three Forks,2016-07-01,399.0,15249.0,0.026165650206570922,106365.0
HESS CORPORATION,33-053-04272-0000,Three Forks,2016-08-01,176.0,8576.0,0.020522388059701493,106541.0
HESS CORPORATION,33-053-04272-0000,Three Forks,2016-09-01,677.0,5705.0,0.11866783523225241,107218.0
HESS CORPORATION,33-053-04272-0000,Three Forks,2016-10-01,723.0,7001.0,0.1032709612912441,107941.0
HESS CORPORATION,33-053-04272-0000,Three Forks,2016-11-01,695.0,7008.0,0.09917237442922375,108636.0
HESS CORPORATION,33-053-04272-0000,Three Forks,2016-12-01,,6121.0,,108636.0
HESS CORPORATION,33-053-04272-0000,Three Forks,2017-01-01,1520.0,7348.0,0.20685900925421882,110156.0
HESS CORPORATION,33-053-04272-0000,Three Forks,2017-02-01,4960.0,5956.0,0.8327736736064473,115116.0
HESS CORPORATION,33-053-04272-0000,Three Forks,2017-03-01,6452.0,8162.0,0.790492526341583,121568.0
HESS CORPORATION,33-053-04272-0000,Three Forks,2017-04-01,1111.0,4295.0,0.25867287543655415,122679.0
